eventID,year,locality,verbatimLocality,recordedBy,georeferenceSources,decimalLatitude,decimalLongitude,lat,long,uncertainty,n
"MVZ,Bosque Estatal de Maricao, Km. 17.2 on Rd. 120,2006",2006,"Bosque Estatal de Maricao, Km. 17.2 on Rd. 120","Bosque Estatal de Maricao, Km. 17.2 on Rd. 120","Collector(s): Javier A. Rodríguez, Carmen D. Ortiz",GPS-Garmin 12XL,18.15932,-66.99877,18.15932,-66.99877,30,6
"MVZ,Barrio Borinquen, Sector Naranjito, Km. 1.6 on Rd. 766,2011",2011,"Barrio Borinquen, Sector Naranjito, Km. 1.6 on Rd. 766","Puerto Rico: Municipio de Caguas, Barrio Borinquen, Sector Naranjito, Road 766, Km. 1.6. 18° 10.407' N, 66° 01.741' W (WGS 84 datum, EPE: 9 m)","Collector(s): Javier A. Rodríguez, Carmen D. Ortiz",GPS,18.17345,-66.02902,18.17345,-66.02902,30,5
"MVZ,Barrio Bayamón, Sector Certeneja, Km. 11.2 on Rd. 172, area surrounding Lago de Cidra,2006",2006,"Barrio Bayamón, Sector Certeneja, Km. 11.2 on Rd. 172, area surrounding Lago de Cidra","Puerto Rico: Municipio de Cidra, Barrio Bayamón, Sector Certeneja, Road. 172, Km. 11.2, area surrounding Lago de Cidra.","Collector(s): Javier A. Rodríguez, Carmen D. Ortiz",Google Maps,18.18405,-66.14052,18.18405,-66.14052,100,5
"MVZ,3.9 km S intersection btwn. Hwy. 3 and Rd. 186, along Rd. 186,2011",2011,"3.9 km S intersection btwn. Hwy. 3 and Rd. 186, along Rd. 186","Puerto Rico: Munipio de Río Grande, 3.9 km south of intersection between Highway 3 and Road 186, along Road 186. 18° 20.462' N, 65° 49.497' W (WGS 84 datum, EPE: 4 m).","Collector(s): Javier A. Rodríguez, Carmen D. Ortiz",GPS,18.34103,-65.82495,18.34103,-65.82495,30,3
"MVZ,Barrio Caniaco, Km. 65 on Rd. 123,2006",2006,"Barrio Caniaco, Km. 65 on Rd. 123","Puerto Rico: Municipio de Utuado, Barrio Caniaco, Road 123, Km. 65.","Collector(s): Javier A. Rodríguez, Carmen D. Ortiz",Google Maps,18.3115,-66.67408,18.3115,-66.67408,100,3
"MVZ,Municipio de Corozal, Bosque Estatal Monte de Choca, Barrio Palos Blancos, Rd. 808, Kilometer 7,2007",2007,"Municipio de Corozal, Bosque Estatal Monte de Choca, Barrio Palos Blancos, Rd. 808, Kilometer 7","Puerto Rico: Municipio de Corozal, Bosque Estatal Monte de Choca, Barrio Palos Blancos, Road 808, Km. 7.0.","Collector(s): Javier A. Rodríguez, Carmen D. Ortiz",GPS (converted from decimal minutes),18.28615,-66.2933,18.28615,-66.2933,30,2
"MVZ,Barrio Río Abajo, Km 61.8 on Rd. 123.,2006",2006,"Barrio Río Abajo, Km 61.8 on Rd. 123.","Puerto Rico: Municipio de Utuado, Barrio Río Abajo, Road 123, Km. 61.8.","Collector(s): Javier A. Rodríguez, Carmen D. Ortiz",Google Maps,18.30728,-66.69295,18.30728,-66.69295,100,2
"MVZ,Barrio Río Abajo, Km. 61.8 on Rd. 123,2006",2006,"Barrio Río Abajo, Km. 61.8 on Rd. 123","Puerto Rico: Municipio de Utuado, Barrio Rio Abajo, Road 123, Km. 61.8.","Collector(s): Javier A. Rodríguez, Carmen D. Ortiz",Google Maps,18.30728,-66.69295,18.30728,-66.69295,100,1
"MVZ,Barrio Río Abajo, km 61.8 on Road 123.,2006",2006,"Barrio Río Abajo, km 61.8 on Road 123.","Puerto Rico: Municipio de Utuado, Barrio Río Abajo, Road 123, Km. 61.8.","Collector(s): Javier A. Rodríguez, Carmen D. Ortiz",Google Maps,18.30728,-66.69295,18.30728,-66.69295,100,1
"MVZ,Barrio Caniaco, Km. 65 on Rd. 123.,2006",2006,"Barrio Caniaco, Km. 65 on Rd. 123.","Puerto Rico: Municipio de Utuado, Barrio Caniaco, Road 123, Km. 65.","Collector(s): Javier A. Rodríguez, Carmen D. Ortiz",Google Maps,18.3115,-66.67408,18.3115,-66.67408,100,1
"MVZ,Barrio Talante, Sector Lebrón, 2.8 km N intersection btwn. Hwy. 3 and Rd. 750, along Rd. 750,2009",2009,"Barrio Talante, Sector Lebrón, 2.8 km N intersection btwn. Hwy. 3 and Rd. 750, along Rd. 750","Puerto Rico: Municipio de Maunabo, Barrio Talante, Sector Lebrón, 2.8 km N intersection btwn. Hwy. 3 and Rd. 750, along Rd. 750","Collector(s): Javier A. Rodríguez, Carmen D. Ortiz, Michael J. Quiñones",GPS,18.02643,-65.9137,18.02643,-65.9137,30,15
"MVZ,Barrio Cubuy, 9.5 km N intersection btwn. Rd. 31 and Rd. 191, along Rd. 191,2009",2009,"Barrio Cubuy, 9.5 km N intersection btwn. Rd. 31 and Rd. 191, along Rd. 191","Puerto Rico: Municipio de Naguabo, Barrio Cubuy, 9.5 km N intersection btwn. Rd. 31 and Rd. 191, along Rd. 191","Collector(s): Javier A. Rodríguez, Carmen D. Ortiz, Michael J. Quiñones, Yahiri Rodríguez",GPS,18.265,-65.80062,18.265,-65.80062,30,25
"MVZ,Barrio Ortiz, intersection btwn. Rd. 827 and Rd. 8827, along Rd. 8827,2009",2009,"Barrio Ortiz, intersection btwn. Rd. 827 and Rd. 8827, along Rd. 8827","Puerto Rico: Municipio de Toa Alta, Barrio Ortiz, intersection btwn. Rd. 827 and Rd. 8827, along Rd. 8827","Collector(s): Javier A. Rodríguez, Carmen D. Ortiz, Michael J. Quiñones, Yahiri Rodríguez",GPS,18.33703,-66.21413,18.33703,-66.21413,30,10
"MVZ,Sector Paraíso, ca. 9.7 km SW intersection btwn. Rd. 976 and Hwy. 3, along Rd. 976,2010",2010,"Sector Paraíso, ca. 9.7 km SW intersection btwn. Rd. 976 and Hwy. 3, along Rd. 976","Puerto Rico: Municipio de Fajardo, Sector Paraíso, ca. 9.7 km SW intersection btwn. Rd. 976 and Hwy. 3, along Rd. 976","Collector(s): Javier A. Rodríguez, Jaime Reniel Calzada, Anthony M. Quiñones, Michael J. Quiñones, Shakira G. Quiñones",GPS,18.27077,-65.7147,18.27077,-65.7147,30,11
"MVZ,Bosque Estal de Boqueron, Morrillos de Cabo Rojo (Faro), at end of Rd. 301,2006",2006,"Bosque Estal de Boqueron, Morrillos de Cabo Rojo (Faro), at end of Rd. 301","Puerto Rico: Municipio de Cabo Rojo, Bosque Estatal de Boqueron, Morrillos de Cabo Rojo (Faro), at end of Road 301","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,17.93653,-67.19657,17.93653,-67.19657,30,24
"MVZ,Bosque Nacional del Caribe (El Verde), area surrounding Estación Biológica de El Verde, Rd. 903, off Km. 19.5 on Rd. 186,2004",2004,"Bosque Nacional del Caribe (El Verde), area surrounding Estación Biológica de El Verde, Rd. 903, off Km. 19.5 on Rd. 186","Puerto Rico: Municipio de Río Grande, Bosque Nacional del Caribe (El Verde), Road 903, off Road 186, Km. 19.5, area surrounding Estación Biológica de El Verde.","Collector(s): Javier A. Rodríguez, Manuel Leal",Garmin 12 XL GPS unit,18.32217,-65.82175,18.321249,-65.8198151,500,16
"MVZ,Bahia Ballena, Rd. 333, Km. 9.1, ca. 30 m. N of beach,2006",2006,"Bahia Ballena, Rd. 333, Km. 9.1, ca. 30 m. N of beach","Puerto Rico: Municipio de Guanica, Bahia Ballena, Road 333, Km. 9.1 ca. 30 m north of beach","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,17.95685,-66.857,17.95685,-66.857,30,15
"MVZ,Barrio Indios, La Cueva (between Punta Ventana and Punta Verraco), at end of Rd. 136,2006",2006,"Barrio Indios, La Cueva (between Punta Ventana and Punta Verraco), at end of Rd. 136","Puerto Rico: Municipio de Guayanilla, Barrio Indios, La Cueva (between Punta Ventana and Punta Verrco, at end of Road 136)","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,17.96982,-66.7948,17.96982,-66.7948,30,15
"MVZ,Balneario Playa Santa at end of Rd. 325,2007",2007,Balneario Playa Santa at end of Rd. 325,"Puerto Rico: Municipio de Guánica, Balneario Playa Santa at end of Road 325.","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS (converted from decimal minutes),17.93957,-66.95695,17.93957,-66.95695,30,13
"MVZ,Bosque Estatal de Vega, Rd. 676, km 0.45,2000",2000,"Bosque Estatal de Vega, Rd. 676, km 0.45","Bosque Estatal de Vega, Road 676, km 0.45","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS,18.41432,-66.33575,18.41432,-66.33575,30,13
"MVZ,Rd. 129, Km. 27.0,2006",2006,"Rd. 129, Km. 27.0","Puerto Rico: Municipio de Lares, Road 129, Km. 27.0","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,18.30097,-66.87178,18.30097,-66.87178,30,12
"MVZ,Punta Águila, Rd. 301, Kilometer 12,2007",2007,"Punta Águila, Rd. 301, Kilometer 12","Puerto Rico: Municipio de Cabo Rojo, Punta Águila, Road 301, Km. 12.0.","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS (converted from decimal minutes),17.95313,-67.21258,17.95313,-67.21258,30,10
"MVZ,La Parguera, Villa Cañona, 13th Street, about 0.5-1 km E of """"Cuartel de Vigilantes"""" (Rangers Station) of the Department of Natural and Environmental Resources of Puerto Rico,2007",2007,"La Parguera, Villa Cañona, 13th Street, about 0.5-1 km E of """"Cuartel de Vigilantes"""" (Rangers Station) of the Department of Natural and Environmental Resources of Puerto Rico","Puerto Rico: Municipio de Lajas, La Parguera, Villa Cañona, 13th Street, ca. 0.5-1 km east of """"Cuartel de Vigilantes"""" (Rangers Station) of the Department of Natural and Environmental Resources of Puerto Rico.","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS (converted from decimal minutes),17.97375,-67.03595,17.97375,-67.03595,30,10
"MVZ,Bosque Nacional del Caribe (El Verde), area surrounding Estación Biológica de El Verde, Rd. 903, off Kilometer 19.5 on Rd. 186,2007",2007,"Bosque Nacional del Caribe (El Verde), area surrounding Estación Biológica de El Verde, Rd. 903, off Kilometer 19.5 on Rd. 186","Puerto Rico: Municipio de Río Grande, Bosque Nacional del Caribe (El Verde), Road 903, off Road 186, Km. 19.5, area surrounding Estación Biológica de El Verde.","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS (converted from decimal minutes),18.32217,-65.82175,18.32217,-65.82175,30,10
"MVZ,Bosque Estatal de Maricao, Rd. 120, km. 17.2,2006",2006,"Bosque Estatal de Maricao, Rd. 120, km. 17.2","Puerto Rico: Municipio de Maricao, Bosque Estatal de Maricao, Road 120, Km. 17.2","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,18.15932,-66.99877,18.15932,-66.99877,30,10
"MVZ,El Tuque, Hwy. 2, Km. 219.6,2006",2006,"El Tuque, Hwy. 2, Km. 219.6","Puerto Rico: Municipio de Ponce, El Turque, Highway 2, Km. 219.6","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,17.9733,-66.67358,17.9733,-66.67358,30,10
"MVZ,Rd. 4413, vicinity of El Faro, 0.6 km NW of intersection between Rd. 413 and Rd. 4413, along Rd. 4413,2006",2006,"Rd. 4413, vicinity of El Faro, 0.6 km NW of intersection between Rd. 413 and Rd. 4413, along Rd. 4413","Puerto Rico: Municipio de Rincon, Road 4413, vicinity of El Faro, 0.6 km northwest of intersection between Road 413 and Road 4413, along Road 4413","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,18.36175,-67.27052,18.36175,-67.27052,30,10
"MVZ,Bahía Ballena, ca. 70 m N of beach, Km. 9.1 on Rd. 333,2004",2004,"Bahía Ballena, ca. 70 m N of beach, Km. 9.1 on Rd. 333","Puerto Rico: Municipio de de Guánica, Bahía Ballena, Road 333, Km. 9.1, ca. 70 m north of beach.","Collector(s): Javier A. Rodríguez, Manuel Leal",Garmin 12 XL GPS unit,17.957,-66.85672,17.957,-66.85672,30,7
"MVZ,Barrio, Ensenada, west shore of Guánica Bay, along an unpaved road, ca. 1.9 km E of Rd. 325,2007",2007,"Barrio, Ensenada, west shore of Guánica Bay, along an unpaved road, ca. 1.9 km E of Rd. 325","Puerto Rico: Municipio de Guánica, Barrio Ensenada, west shore of Guánica Bay, along an unpaved road, ca. 1.9 kilometers east of Road 325.","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS (converted from decimal minutes),17.95782,-66.91433,17.95782,-66.91433,30,6
"MVZ,Bosque Estatal de Cambalache, Barrio Garrochales, Rd. 682, km 6.6,2006",2006,"Bosque Estatal de Cambalache, Barrio Garrochales, Rd. 682, km 6.6","Puerto Rico: Municipio de Arecibo, Bosque Estatal de Cambalache, Barrio Garrochales, Road 682, Km. 6.6","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,18.4524,-66.59707,18.4524,-66.59707,30,6
"MVZ,Balneario Playa Santa, at end of Rd. 325,2006",2006,"Balneario Playa Santa, at end of Rd. 325","Puerto Rico: Municipio de Guanica, Balneario Playa Santa, at end of Road 325","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,17.93957,-66.95695,17.93957,-66.95695,30,6
"MVZ,Bosque Estatal de Guánica, area surrounding entrance to the forest, 2.1 km E intersection between Rd. 116 and Rd. 334, along Rd. 334,2004",2004,"Bosque Estatal de Guánica, area surrounding entrance to the forest, 2.1 km E intersection between Rd. 116 and Rd. 334, along Rd. 334","Puerto Rico: Municipio de Guánica, Bosque Estatal de Guánica, 2.1 km east of instersection between Road 116 and Road 334, along Road 334, area surrounding entrance to the forest.","Collector(s): Javier A. Rodríguez, Manuel Leal",Garmin 12 XL GPS unit,17.98117,-66.87906,17.98117,-66.87906,30,6
"MVZ,on Rd. 7710, 6.1 km W of intersection between Hwy. 3 and Rd. 7710, Punta Pozuelo, Bosque Estatal de Aguirre,2001",2001,"on Rd. 7710, 6.1 km W of intersection between Hwy. 3 and Rd. 7710, Punta Pozuelo, Bosque Estatal de Aguirre","Bosque Estatal de Aguirre, Punta Pozuelo, 6.1 km. west of intersection between Highway 3 and Road 7710, along Road 7710","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS,17.9436,-66.205,17.9436,-66.205,30,6
"MVZ,Bosque Estatal de Boquerón, Manglares de la Pitahaya-La Parguera, ca. 3 km S of Rd. 303,2007",2007,"Bosque Estatal de Boquerón, Manglares de la Pitahaya-La Parguera, ca. 3 km S of Rd. 303","Puerto Rico: Municipio de Lajas, Bosque Estatal de Boquerón, Manglares de la Pitahaya-La Parguera, ca. 3 kilometers south of Road 303.","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS (converted from decimal minutes),17.95202,-67.134,17.95202,-67.134,30,5
"MVZ,Bosque Estatal de Guánica, 5.1 km along Rd. 334, along Camino Ballena,2000",2000,"Bosque Estatal de Guánica, 5.1 km along Rd. 334, along Camino Ballena","Bosque Estatal de Guánica, 5.1 km along Rd. 334, along Camino Ballena","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS,17.95657,-66.85743,17.95657,-66.85743,30,5
"MVZ,Bosque Estatal de Guánica, along Rd. 334,2004",2004,"Bosque Estatal de Guánica, along Rd. 334","Puerto Rico: Municipio de Guánica, Bosque Estatal de Guánica, along Road 334.","Collector(s): Javier A. Rodríguez, Manuel Leal",GeoLocate,17.97243,-66.86976,17.97243,-66.86976,100,4
"MVZ,Bosque Nacional del Caribe (El Yunque), Barrio Palmer, along Rd. 191.,2004",2004,"Bosque Nacional del Caribe (El Yunque), Barrio Palmer, along Rd. 191.","Puerto Rico: Municipio de Río Grande, Bosque Nacional del Caribe (El Yunque), Barrio Palmer, along Road 191.","Collector(s): Javier A. Rodríguez, Manuel Leal",GeoLocate,18.37097,-65.77075,18.365875,-65.770653,1000,4
"MVZ,13.7 km of Rd. 301, Bosque Estatal de Boquerón, Los Morrillos del Boquerón,2000",2000,"13.7 km of Rd. 301, Bosque Estatal de Boquerón, Los Morrillos del Boquerón","Bosque Estatal de Boquerón, Los Morrillos del Boquerón, Km. 13.7 on Rd. 301","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS,17.93428975,-67.19471611,17.93428975,-67.19471611,30,4
"MVZ,Rd. 184, km 27.9,2006",2006,"Rd. 184, km 27.9","Puerto Rico: Municipio de Cayey, Road 184, Km. 27.9","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,18.1313,-66.07108,18.1313,-66.07108,30,3
"MVZ,Barrio Indios, Punta Verraco, at end of Rd. 136,2006",2006,"Barrio Indios, Punta Verraco, at end of Rd. 136","Puerto Rico: Municipio de Guayanilla, Barrio Indios, Punta Verraco (at end of Road 136)","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,17.98348,-66.78335,17.98348,-66.78335,30,3
"MVZ,Bosque Estatal de Maricao, Rd. 120, km. 14.4,2006",2006,"Bosque Estatal de Maricao, Rd. 120, km. 14.4","Puerto Rico: Municipio de Maricao, Bosque Estatal de Maricao, Road 120, Km. 14.4","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12X:L,18.1471,-66.98193,18.1471,-66.98193,30,3
"MVZ,Bosque Estatal de Guánica, area surrounding entrance to the forest, 2.1 km E of intersection between Rd. 116 and Rd. 334, along Rd. 334,2004",2004,"Bosque Estatal de Guánica, area surrounding entrance to the forest, 2.1 km E of intersection between Rd. 116 and Rd. 334, along Rd. 334","Puerto Rico: Municipio de Guánica, Bosque Estatal de Guánica, 2.1 km east of instersection between Road 116 and Road 334, along Road 334, area surrounding entrance to the forest.","Collector(s): Javier A. Rodríguez, Manuel Leal",Garmin 12 XL GPS unit,17.98117,-66.87906,17.98117,-66.87906,30,3
"MVZ,Barrio Vertero, 0.8 km W Malecón de Santa Isabel,2001",2001,"Barrio Vertero, 0.8 km W Malecón de Santa Isabel","Barrio Vertero, 0.8 km. west of Malecón de Santa Isabel","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS,17.95848,-66.41427,17.95848,-66.41427,30,3
"MVZ,km 8.3 on Rd. 187, Bosque Estatal de Piñones and adjacent areas,2000",2000,"km 8.3 on Rd. 187, Bosque Estatal de Piñones and adjacent areas","Bosque Estatal de Piñones and adjacent areas, Km. 8.3 on Rd. 187, 0m elevation (sea level).","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS,18.44248,-65.95688,18.44248,-65.95688,30,3
"MVZ,Bahía Ballena, Rd. 333, Kilometer 9.1, about 30 m N beach,2007",2007,"Bahía Ballena, Rd. 333, Kilometer 9.1, about 30 m N beach","Puerto Rico: Municipio de Guánica, Bahía Ballena, Road 333, Km. 9.1, ca. 30 m north of beach","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS (converted from decimal minutes),17.95685,-66.857,17.95685,-66.857,30,2
"MVZ,La Parguera, Villa Canona, 13th St., 0.5 km. E of Cuartel de Vigilantes (Rangers station) of the Department of Natural and Environmental Resources of Puerto Rico,2006",2006,"La Parguera, Villa Canona, 13th St., 0.5 km. E of Cuartel de Vigilantes (Rangers station) of the Department of Natural and Environmental Resources of Puerto Rico","Puerto Rico: Municipio de Lajas, Las Parguera, Villa Canona, 13th Street, 0.5 km east of Cuartel de Vigilantes (Rangers Station) of the Department of Natural and Evnvironmental Resources of Puerto Rico","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,17.9739,-67.03927,17.9739,-67.03927,30,2
"MVZ,Km 2.6 on Rd. 191,2004",2004,Km 2.6 on Rd. 191,"Puerto Rico: Municipio de Río Grande, Road 191, Km. 2.6.","Collector(s): Javier A. Rodríguez, Manuel Leal",Garmin 12 XL GPS unit,18.35061,-65.76431,18.35061,-65.76431,30,2
"MVZ,Km. 2.6 on Rd. 191,2004",2004,Km. 2.6 on Rd. 191,"Puerto Rico: Municipio de Río Grande, Road 191, Km. 2.6.","Collector(s): Javier A. Rodríguez, Manuel Leal",Garmin 12 XL GPS unit,18.35061,-65.76431,18.35061,-65.76431,30,2
"MVZ,Bahía Ballena.,2004",2004,Bahía Ballena.,"Puerto Rico: Municipio de Guánica, Bahía Ballena.","Collector(s): Javier A. Rodríguez, Manuel Leal",Google Maps,17.95565,-66.85942,17.95565,-66.85942,100,2
"MVZ,Barrio Cimarrona, Rd. 713, km 1.3-1.4,2001",2001,"Barrio Cimarrona, Rd. 713, km 1.3-1.4","Barrio Cimarrona, Road 713, km 1.3-1.4","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS,17.9773,-66.17968,17.9773,-66.17968,30,2
"MVZ,Bosque Estatal de Cambalanche, Barrio Garrochales, Rd. 682, km 6.6,2000",2000,"Bosque Estatal de Cambalanche, Barrio Garrochales, Rd. 682, km 6.6","Bosque Estatal de Cambalanche, Barrio Garrochales, Road 682, km 6.6","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS,18.44687,-66.592,18.44687,-66.592,30,2
"MVZ,Villa Cañona, 13th Street, ca. 0.5-1 km E """"Cuartel de Vigilantes"""" (Rangers Station) of the Department of Natural and Environmental Resources of Puerto Rico,2007",2007,"Villa Cañona, 13th Street, ca. 0.5-1 km E """"Cuartel de Vigilantes"""" (Rangers Station) of the Department of Natural and Environmental Resources of Puerto Rico","Puerto Rico: Municipio de Lajas, La Parguera, Villa Cañona, 13th St., ca. 0.5-1 km east of """"Cuartel de Vigilantes"""" (Rangers Station) of the Department of Natural and Environmental Resources of Puerto Rico","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS (converted from decimal minutes),17.97375,-67.03595,17.97375,-67.03595,30,1
"MVZ,Barrio Capa, Rd. 112, Km. 16.6,2006",2006,"Barrio Capa, Rd. 112, Km. 16.6","Puerto Rico: Municipio de Moca, Barrio Capa, Road 112, Km. 16.5","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,18.37597,-67.03922,18.37597,-67.03922,30,1
"MVZ,Rd. 128, between km. 49 and 50.4,2006",2006,"Rd. 128, between km. 49 and 50.4","Puerto Rico: Municipio de Lares, Road 128, between Km. 49.0","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,18.24073,-66.8666,18.24073,-66.8666,30,1
"MVZ,Barrio Capa, Rd. 112, Km. 16.8,2006",2006,"Barrio Capa, Rd. 112, Km. 16.8","Puerto Rico: Municipio de Moca, Barrio Capa, Road 112, Km. 16.5","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,18.37597,-67.03922,18.37597,-67.03922,30,1
"MVZ,Barrio Capa, Rd. 112, Km. 16.12,2006",2006,"Barrio Capa, Rd. 112, Km. 16.12","Puerto Rico: Municipio de Moca, Barrio Capa, Road 112, Km. 16.5","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,18.37597,-67.03922,18.37597,-67.03922,30,1
"MVZ,Barrio Capa, Rd. 112, Km. 16.5,2006",2006,"Barrio Capa, Rd. 112, Km. 16.5","Puerto Rico: Municipio de Moca, Barrio Capa, Road 112, Km. 16.5","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,18.37597,-67.03922,18.37597,-67.03922,30,1
"MVZ,Barrio Capa, Rd. 112, Km. 16.7,2006",2006,"Barrio Capa, Rd. 112, Km. 16.7","Puerto Rico: Municipio de Moca, Barrio Capa, Road 112, Km. 16.5","Collector(s): Javier A. Rodríguez, Manuel Leal",GPS-Garmin 12XL,18.37597,-67.03922,18.37597,-67.03922,30,1
